chlorophyll_GFF,datetime,chlorophyll_fluorometer,Location,Latitude,Longitude
4.29,8-Mar-15,3.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,9-Mar-15,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,10-Mar-15,3.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,11-Mar-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,12-Mar-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,13-Mar-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,14-Mar-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.69,15-Mar-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,16-Mar-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,17-Mar-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,18-Mar-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,19-Mar-15,3.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,20-Mar-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,21-Mar-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.39,22-Mar-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,23-Mar-15,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,24-Mar-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,25-Mar-15,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,26-Mar-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,27-Mar-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,28-Mar-15,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.84,29-Mar-15,0.45,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,30-Mar-15,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,31-Mar-15,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,1-Apr-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,2-Apr-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,3-Apr-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,4-Apr-15,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,5-Apr-15,4.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,6-Apr-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,7-Apr-15,6.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,8-Apr-15,6.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,9-Apr-15,5.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,10-Apr-15,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,11-Apr-15,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
13.85,12-Apr-15,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,13-Apr-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,14-Apr-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,15-Apr-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,16-Apr-15,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,17-Apr-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,18-Apr-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.04,19-Apr-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.63,20-Apr-15,3.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.63,21-Apr-15,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.63,22-Apr-15,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,28-Apr-15,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,29-Apr-15,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,30-Apr-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,1-May-15,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,2-May-15,2.95,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.49,3-May-15,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.57,4-May-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.57,5-May-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.57,6-May-15,5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.61,13-May-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.61,14-May-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.61,15-May-15,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.61,16-May-15,6.55,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.61,17-May-15,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,18-May-15,7.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,19-May-15,9.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,20-May-15,8.85,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,21-May-15,6.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,22-May-15,7.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,23-May-15,10.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
10.67,24-May-15,17.95,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,25-May-15,11.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,26-May-15,6.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,27-May-15,6.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,28-May-15,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,29-May-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,30-May-15,2.25,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.64,31-May-15,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,1-Jun-15,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,3-Jun-15,4.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,4-Jun-15,3.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,5-Jun-15,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,6-Jun-15,4.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.73,7-Jun-15,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,8-Jun-15,4.05,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,9-Jun-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,10-Jun-15,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,11-Jun-15,4.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,12-Jun-15,6.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,13-Jun-15,8.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.24,14-Jun-15,6.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,15-Jun-15,6.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,16-Jun-15,6.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,17-Jun-15,6.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,18-Jun-15,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,19-Jun-15,6.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,20-Jun-15,5.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.57,21-Jun-15,5.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,22-Jun-15,6.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,23-Jun-15,6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,24-Jun-15,6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,25-Jun-15,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,26-Jun-15,5.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9,27-Jun-15,5.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.96,1-Jul-15,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.02,8-Jul-15,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.02,9-Jul-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.02,10-Jul-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.02,11-Jul-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.02,12-Jul-15,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,13-Jul-15,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,14-Jul-15,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,15-Jul-15,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,16-Jul-15,7.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,17-Jul-15,9.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,18-Jul-15,11.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.72,19-Jul-15,10.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.17,20-Jul-15,11.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.17,21-Jul-15,11.05,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.17,22-Jul-15,12.75,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.17,23-Jul-15,16.25,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.28,29-Jul-15,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.28,30-Jul-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.28,31-Jul-15,3.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.28,1-Aug-15,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.28,2-Aug-15,5.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,3-Aug-15,3.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,4-Aug-15,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,5-Aug-15,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,6-Aug-15,3.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,7-Aug-15,5.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,8-Aug-15,6.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.98,9-Aug-15,6.65,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,10-Aug-15,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,11-Aug-15,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,12-Aug-15,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,13-Aug-15,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,14-Aug-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,15-Aug-15,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.62,16-Aug-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,17-Aug-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,18-Aug-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,19-Aug-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,20-Aug-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,21-Aug-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,22-Aug-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.16,23-Aug-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,24-Aug-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,25-Aug-15,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,26-Aug-15,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,27-Aug-15,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,28-Aug-15,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,29-Aug-15,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.15,30-Aug-15,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,31-Aug-15,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,1-Sep-15,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,2-Sep-15,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,3-Sep-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,4-Sep-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,5-Sep-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.66,6-Sep-15,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,7-Sep-15,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,8-Sep-15,1.85,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,9-Sep-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,10-Sep-15,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,11-Sep-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,12-Sep-15,3.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7,13-Sep-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,14-Sep-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,15-Sep-15,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,16-Sep-15,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,17-Sep-15,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,18-Sep-15,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,19-Sep-15,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.43,20-Sep-15,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,21-Sep-15,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,22-Sep-15,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,23-Sep-15,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,24-Sep-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,25-Sep-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,26-Sep-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.24,27-Sep-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,28-Sep-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,29-Sep-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,30-Sep-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,1-Oct-15,1.65,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,2-Oct-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,3-Oct-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.22,4-Oct-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.38,5-Oct-15,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.38,6-Oct-15,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.38,7-Oct-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,23-Oct-15,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,24-Oct-15,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,25-Oct-15,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,26-Oct-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,27-Oct-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,28-Oct-15,5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,29-Oct-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,30-Oct-15,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,31-Oct-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.25,1-Nov-15,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,2-Nov-15,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,3-Nov-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,4-Nov-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,5-Nov-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,6-Nov-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,7-Nov-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.12,8-Nov-15,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,9-Nov-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,10-Nov-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,11-Nov-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,12-Nov-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,13-Nov-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,14-Nov-15,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.84,15-Nov-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,16-Nov-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,17-Nov-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,18-Nov-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,19-Nov-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,20-Nov-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.87,22-Nov-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,24-Nov-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,25-Nov-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,26-Nov-15,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,27-Nov-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,28-Nov-15,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.21,29-Nov-15,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,30-Nov-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,1-Dec-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,2-Dec-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,3-Dec-15,2.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,4-Dec-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,5-Dec-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.03,6-Dec-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,7-Dec-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,8-Dec-15,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,9-Dec-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,10-Dec-15,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,11-Dec-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,12-Dec-15,0.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.37,13-Dec-15,0.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,14-Dec-15,1.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,15-Dec-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,16-Dec-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,17-Dec-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,18-Dec-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,19-Dec-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,20-Dec-15,1.15,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,21-Dec-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,22-Dec-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,23-Dec-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,24-Dec-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,25-Dec-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,26-Dec-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.32,27-Dec-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,28-Dec-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,29-Dec-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,30-Dec-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,31-Dec-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,1-Jan-16,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,2-Jan-16,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,3-Jan-16,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,4-Jan-16,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,5-Jan-16,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,6-Jan-16,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,7-Jan-16,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,8-Jan-16,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,9-Jan-16,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.93,10-Jan-16,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,11-Jan-16,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,12-Jan-16,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,13-Jan-16,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,14-Jan-16,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,15-Jan-16,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,16-Jan-16,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,17-Jan-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,18-Jan-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,19-Jan-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,20-Jan-16,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,21-Jan-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,22-Jan-16,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,23-Jan-16,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.91,24-Jan-16,0.45,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,25-Jan-16,0.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,26-Jan-16,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,27-Jan-16,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,28-Jan-16,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,29-Jan-16,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,30-Jan-16,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.95,31-Jan-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,1-Feb-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,2-Feb-16,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,3-Feb-16,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,4-Feb-16,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,5-Feb-16,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.76,6-Feb-16,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.71,10-Feb-16,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.71,11-Feb-16,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.71,12-Feb-16,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.71,13-Feb-16,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.71,14-Feb-16,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,15-Feb-16,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,16-Feb-16,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,17-Feb-16,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,18-Feb-16,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,19-Feb-16,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,20-Feb-16,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.56,21-Feb-16,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.89,23-Feb-16,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
